Time_s,Left_Dist_m,Right_Dist_m,Target_Angle_deg
11.532,4.012,4.034,2.107
11.632,4.012,4.046,3.258
11.732,4.012,4.046,3.258
11.833,4.012,4.046,3.258
11.933,4.012,4.046,3.258
12.033,3.974,4.046,6.911
12.134,3.974,4.046,6.911
12.234,3.974,4.066,8.844
12.334,3.974,4.066,8.844
12.435,3.974,4.066,8.844
12.535,3.962,4.066,10.009
12.635,3.962,4.066,10.009
12.736,3.962,4.066,10.009
12.836,3.962,4.07,10.398
12.936,3.962,4.07,10.398
13.037,3.962,4.07,10.398
13.137,3.942,4.07,12.351
13.237,3.942,4.07,12.351
13.338,3.942,4.07,12.351
13.438,3.942,4.078,13.136
13.538,3.942,4.078,13.136
13.638,3.942,4.078,13.136
13.739,3.906,4.078,16.703
13.839,3.906,4.078,16.703
13.939,3.906,4.078,16.703
14.04,3.906,4.092,18.107
14.14,3.906,4.092,18.107
14.24,3.906,4.092,18.107
14.341,3.892,4.092,19.522
14.441,3.892,4.092,19.522
14.541,3.892,4.092,19.522
14.642,3.892,4.1,20.336
14.742,3.892,4.1,20.336
14.842,3.892,4.1,20.336
14.942,3.904,4.1,19.116
15.043,3.904,4.1,19.116
15.143,3.904,4.1,19.116
15.243,3.904,4.092,18.308
15.344,3.904,4.092,18.308
15.444,3.904,4.092,18.308
15.544,3.914,4.092,17.303
15.645,3.914,4.092,17.303
15.745,3.914,4.092,17.303
15.845,3.914,4.092,17.303
15.946,3.914,4.092,17.303
16.046,3.914,4.092,17.303
16.146,3.904,4.092,18.308
16.246,3.904,4.092,18.308
16.347,3.904,4.092,18.308
16.447,3.904,4.096,18.712
16.547,3.904,4.096,18.712
16.648,3.904,4.096,18.712
16.748,3.946,4.096,14.516
16.848,3.946,4.096,14.516
16.949,3.946,4.096,14.516
17.049,3.946,4.086,13.53
17.149,3.946,4.086,13.53
17.25,3.946,4.086,13.53
17.35,3.974,4.086,10.788
17.45,3.974,4.086,10.788
17.55,3.974,4.086,10.788
17.651,3.974,4.06,8.264
17.751,3.974,4.06,8.264
17.851,3.974,4.06,8.264
17.952,4.004,4.06,5.37
18.052,4.004,4.06,5.37
18.152,4.004,4.06,5.37
18.252,4.004,4.044,3.833
18.353,4.004,4.044,3.833
18.453,4.004,4.044,3.833
18.553,4.034,4.044,0.958
18.654,4.034,4.044,0.958
18.754,4.034,4.044,0.958
18.854,4.034,4.024,-0.958
18.954,4.034,4.024,-0.958
19.055,4.034,4.024,-0.958
19.155,4.078,4.024,-5.178
19.255,4.078,4.024,-5.178
19.356,4.078,4.024,-5.178
19.456,4.078,4.014,-6.14
19.556,4.078,4.014,-6.14
19.657,4.078,4.014,-6.14
19.757,4.064,4.014,-4.793
19.857,4.064,4.014,-4.793
19.958,4.064,4.014,-4.793
20.058,4.064,4.018,-4.409
20.158,4.064,4.018,-4.409
20.258,4.064,4.018,-4.409
20.359,4.06,4.018,-4.025
20.459,4.06,4.018,-4.025
20.559,4.06,4.018,-4.025
20.66,4.06,4.018,-4.025
20.76,4.06,4.018,-4.025
20.86,4.06,4.018,-4.025
20.961,4.054,4.018,-3.449
21.061,4.054,4.018,-3.449
21.161,4.054,4.018,-3.449
21.262,4.054,4.018,-3.449
21.362,4.054,4.018,-3.449
21.462,4.054,4.018,-3.449
21.563,4.042,4.018,-2.299
21.663,4.042,4.018,-2.299
21.763,4.042,4.018,-2.299
21.864,4.042,4.054,1.149
21.964,4.042,4.054,1.149
22.064,4.042,4.054,1.149
22.165,4.016,4.054,3.641
22.265,4.016,4.054,3.641
22.365,4.016,4.054,3.641
22.465,4.016,4.062,4.409
22.566,4.016,4.062,4.409
22.666,4.016,4.062,4.409
22.766,4.016,4.062,4.409
22.867,4.016,4.062,4.409
22.967,4.016,4.062,4.409
23.067,4.016,4.054,3.641
23.167,4.016,4.054,3.641
23.268,4.016,4.054,3.641
23.368,4.006,4.054,4.601
23.468,4.006,4.054,4.601
23.569,4.006,4.054,4.601
23.669,4.006,4.068,5.947
23.769,4.006,4.068,5.947
23.87,4.006,4.068,5.947
23.97,3.988,4.068,7.683
24.07,3.988,4.068,7.683
24.171,3.988,4.068,7.683
24.271,3.988,4.074,8.263
24.371,3.988,4.074,8.263
24.472,3.988,4.074,8.263
24.572,3.978,4.074,9.232
24.672,3.978,4.074,9.232
24.772,3.978,4.074,9.232
24.873,3.978,4.048,6.718
24.973,3.978,4.048,6.718
25.073,3.978,4.048,6.718
25.174,3.988,4.048,5.755
25.274,3.988,4.048,5.755
25.374,3.988,4.048,5.755
25.475,3.988,4.026,3.641
25.575,3.988,4.026,3.641
25.675,3.988,4.026,3.641
25.775,3.988,4.026,3.641
25.876,3.988,4.026,3.641
25.976,3.988,4.026,3.641
26.076,3.988,4.012,2.299
26.177,3.988,4.012,2.299
26.277,3.988,4.012,2.299
26.377,4.008,4.012,0.383
26.478,4.008,4.012,0.383
26.578,4.008,4.012,0.383
26.678,4.008,3.984,-2.299
26.778,4.008,3.984,-2.299
26.879,4.008,3.984,-2.299
26.979,4.02,3.984,-3.449
27.079,4.02,3.984,-3.449
27.18,4.02,3.984,-3.449
27.28,4.02,3.96,-5.755
27.38,4.02,3.96,-5.755
27.481,4.02,3.96,-5.755
27.581,4.028,3.96,-6.526
27.682,4.028,3.96,-6.526
27.782,4.028,3.96,-6.526
27.882,4.028,3.942,-8.264
27.982,4.028,3.942,-8.264
28.083,4.028,3.942,-8.264
28.183,4.036,3.942,-9.039
28.283,4.036,3.942,-9.039
28.384,4.036,3.942,-9.039
28.484,4.036,3.942,-9.039
28.584,4.036,3.942,-9.039
28.685,4.036,3.942,-9.039
28.785,4.044,3.942,-9.815
28.885,4.044,3.942,-9.815
28.986,4.044,3.942,-9.815
29.086,4.044,3.938,-10.204
29.186,4.044,3.938,-10.204
29.286,4.044,3.938,-10.204
29.387,4.052,3.938,-10.983
29.487,4.052,3.938,-10.983
29.587,4.052,3.938,-10.983
29.687,4.052,3.938,-10.983
29.788,4.052,3.938,-10.983
29.888,4.052,3.938,-10.983
29.988,4.062,3.938,-11.96
