Time_s,Left_Dist_m,Right_Dist_m,Target_Angle_deg
25.175,1.362,0.654,-88.477
25.275,1.362,0.654,-88.477
25.376,1.362,0.654,-88.477
25.476,1.362,0.654,-88.477
25.576,1.362,0.654,-88.477
25.677,1.362,0.654,-88.477
25.777,1.362,0.648,-88.485
25.877,1.362,0.648,-88.485
25.978,1.362,0.648,-88.485
26.078,1.364,0.648,-88.491
26.178,1.364,0.648,-88.491
26.279,1.364,0.648,-88.491
26.379,1.364,0.644,-88.496
26.479,1.364,0.644,-88.496
26.58,1.364,0.644,-88.496
26.68,1.374,0.644,-88.524
26.78,1.374,0.644,-88.524
26.881,1.374,0.644,-88.524
26.981,1.374,0.64,-88.53
27.081,1.374,0.64,-88.53
27.182,1.374,0.64,-88.53
27.282,1.386,0.64,-88.562
27.382,1.386,0.64,-88.562
27.483,1.386,0.64,-88.562
27.583,1.386,0.636,-88.567
27.683,1.386,0.636,-88.567
27.784,1.386,0.636,-88.567
27.884,1.386,0.636,-88.567
27.984,1.386,0.636,-88.567
28.085,1.386,0.636,-88.567
28.185,1.386,0.632,-88.571
28.285,1.386,0.632,-88.571
28.386,1.386,0.632,-88.571
28.486,1.38,0.632,-88.556
28.587,1.38,0.632,-88.556
28.687,1.38,0.632,-88.556
28.788,1.38,0.638,-88.548
28.888,1.38,0.638,-88.548
28.989,1.38,0.638,-88.548
29.089,1.382,0.638,-88.554
29.189,1.382,0.638,-88.554
29.289,1.382,0.638,-88.554
29.39,1.382,0.642,-88.549
29.49,1.382,0.642,-88.549
29.591,1.382,0.642,-88.549
29.691,1.39,0.642,-88.57
29.792,1.39,0.642,-88.57
29.892,1.39,0.642,-88.57
29.992,1.39,0.646,-88.565
