Time_s,Left_Dist_m,Right_Dist_m,Target_Angle_deg
0.0,2.857,3.145,28.843
0.101,2.857,3.145,28.843
0.201,2.857,3.145,28.843
0.301,2.853,3.145,29.299
0.401,2.853,3.145,29.299
0.502,2.853,3.145,29.299
0.602,2.853,3.13,27.667
0.702,2.853,3.13,27.667
0.802,2.853,3.13,27.667
0.902,2.844,3.13,28.59
1.003,2.844,3.13,28.59
1.103,2.844,3.13,28.59
1.203,2.844,3.05,20.177
1.303,2.844,3.05,20.177
1.403,2.844,3.05,20.177
1.504,2.854,3.05,19.159
1.604,2.854,3.05,19.159
1.704,2.854,3.05,19.159
1.804,2.854,3.112,25.581
1.904,2.854,3.112,25.581
2.005,2.854,3.112,25.581
2.105,2.846,3.112,26.433
2.205,2.846,3.112,26.433
2.305,2.846,3.112,26.433
2.405,2.846,3.11,26.22
2.506,2.846,3.11,26.22
2.606,2.846,3.11,26.22
2.706,2.842,3.11,26.647
2.806,2.842,3.11,26.647
2.907,2.842,3.11,26.647
3.007,2.842,3.106,26.22
3.107,2.842,3.106,26.22
3.207,2.842,3.106,26.22
3.308,2.84,3.106,26.433
3.408,2.84,3.106,26.433
3.508,2.84,3.106,26.433
3.608,2.84,3.102,26.007
3.709,2.84,3.102,26.007
3.809,2.84,3.102,26.007
3.909,2.846,3.102,25.369
4.01,2.846,3.102,25.369
4.11,2.846,3.102,25.369
4.21,2.846,3.098,24.947
4.311,2.846,3.098,24.947
4.411,2.846,3.098,24.947
4.511,2.83,3.098,26.648
4.612,2.83,3.098,26.648
4.712,2.83,3.098,26.648
4.812,2.83,3.05,21.613
4.912,2.83,3.05,21.613
5.013,2.83,3.05,21.613
5.113,2.822,3.05,22.44
5.213,2.822,3.05,22.44
5.314,2.822,3.05,22.44
5.414,2.822,3.062,23.688
5.514,2.822,3.062,23.688
5.614,2.822,3.062,23.688
5.715,2.828,3.062,23.062
5.815,2.828,3.062,23.062
5.915,2.828,3.062,23.062
6.015,2.828,3.042,20.996
6.116,2.828,3.042,20.996
6.216,2.828,3.042,20.996
6.316,2.828,3.042,20.996
6.416,2.828,3.042,20.996
6.517,2.828,3.042,20.996
6.617,2.828,3.038,20.586
6.717,2.828,3.038,20.586
6.817,2.828,3.038,20.586
6.918,2.826,3.038,20.791
7.018,2.826,3.038,20.791
7.118,2.826,3.038,20.791
7.218,2.826,3.042,21.202
7.319,2.826,3.042,21.202
7.419,2.826,3.042,21.202
7.519,2.83,3.042,20.791
7.62,2.83,3.042,20.791
7.72,2.83,3.04,20.586
7.82,2.83,3.04,20.586
7.92,2.83,3.04,20.586
8.021,2.838,3.04,19.769
8.121,2.838,3.04,19.769
8.221,2.838,3.04,19.769
8.321,2.838,3.03,18.754
8.422,2.838,3.03,18.754
8.522,2.838,3.03,18.754
8.622,2.826,3.03,19.974
8.722,2.826,3.03,19.974
8.823,2.826,3.03,19.974
8.923,2.826,3.02,18.958
9.023,2.826,3.02,18.958
9.124,2.826,3.02,18.958
9.224,2.826,3.02,18.958
9.324,2.832,3.02,18.351
9.425,2.832,3.02,18.351
9.525,2.832,3.018,18.149
9.625,2.832,3.018,18.149
9.726,2.832,3.018,18.149
9.826,2.832,3.018,18.149
9.926,2.832,3.018,18.149
10.026,2.832,3.018,18.149
10.127,2.832,3.012,17.545
10.227,2.832,3.012,17.545
10.327,2.832,3.012,17.545
10.428,2.828,3.012,17.947
10.528,2.828,3.012,17.947
10.628,2.828,3.012,17.947
10.729,2.828,3.01,17.746
10.829,2.828,3.01,17.746
10.929,2.828,3.01,17.746
11.029,2.826,3.01,17.948
11.13,2.826,3.01,17.948
11.23,2.826,3.01,17.948
11.33,2.826,3.01,17.948
11.431,2.826,3.016,18.553
11.531,2.826,3.016,18.553
11.631,2.836,3.016,17.544
11.732,2.836,3.016,17.544
11.832,2.836,3.016,17.544
11.932,2.836,3.018,17.746
12.032,2.836,3.018,17.746
12.133,2.836,3.018,17.746
12.233,2.838,3.018,17.544
12.333,2.838,3.018,17.544
12.434,2.838,3.018,17.544
12.534,2.838,3.022,17.947
12.634,2.838,3.022,17.947
12.735,2.838,3.022,17.947
12.835,2.844,3.022,17.343
12.935,2.844,3.022,17.343
13.036,2.844,3.022,17.343
13.136,2.844,3.016,16.742
13.236,2.844,3.016,16.742
13.337,2.844,3.016,16.742
13.437,2.846,3.016,16.541
13.538,2.846,3.016,16.541
13.638,2.846,3.016,16.541
13.739,2.846,3.076,22.645
13.839,2.846,3.076,22.645
13.94,2.846,3.076,22.645
14.04,2.856,3.076,21.611
14.141,2.856,3.076,21.611
14.241,2.856,3.076,21.611
14.342,2.856,3.128,27.075
14.443,2.856,3.128,27.075
14.543,2.856,3.128,27.075
14.644,2.846,3.128,28.155
14.744,2.846,3.128,28.155
14.844,2.846,3.128,28.155
14.945,2.846,3.16,31.684
15.045,2.846,3.16,31.684
15.145,2.846,3.16,31.684
15.246,2.836,3.16,32.815
15.347,2.836,3.16,32.815
15.447,2.836,3.16,32.815
15.547,2.836,3.19,36.293
15.648,2.836,3.19,36.293
15.748,2.836,3.19,36.293
15.849,2.83,3.19,37.007
15.949,2.83,3.19,37.007
16.049,2.83,3.19,37.007
16.15,2.83,3.198,37.969
16.25,2.83,3.198,37.969
16.35,2.83,3.198,37.969
16.451,2.834,3.198,37.486
16.551,2.834,3.198,37.486
16.651,2.834,3.198,37.486
16.751,2.834,3.154,32.362
16.852,2.834,3.154,32.362
16.952,2.834,3.154,32.362
17.052,2.826,3.154,33.271
17.153,2.826,3.154,33.271
17.253,2.826,3.154,33.271
17.353,2.826,3.106,27.94
17.453,2.826,3.106,27.94
17.554,2.826,3.106,27.94
17.654,2.828,3.106,27.723
