Time_s,Left_Dist_m,Right_Dist_m,Target_Angle_deg
17.754,2.828,3.106,27.723
17.855,2.828,3.106,27.723
17.955,2.828,3.064,23.27
18.055,2.828,3.064,23.27
18.156,2.828,3.064,23.27
18.256,2.836,3.064,22.439
18.356,2.836,3.064,22.439
18.456,2.836,3.064,22.439
18.557,2.836,3.026,18.552
18.657,2.836,3.026,18.552
18.757,2.836,3.026,18.552
18.857,2.836,3.026,18.552
18.958,2.836,3.026,18.552
19.058,2.836,3.026,18.552
19.158,2.836,3.03,18.957
19.258,2.836,3.03,18.957
19.359,2.836,3.03,18.957
19.459,2.832,3.03,19.363
19.559,2.832,3.03,19.363
19.66,2.832,3.03,19.363
19.76,2.832,3.012,17.545
19.86,2.832,3.012,17.545
19.96,2.832,3.012,17.545
20.061,2.84,3.012,16.742
20.161,2.84,3.012,16.742
20.261,2.84,3.012,16.742
20.361,2.84,3.0,15.544
20.462,2.84,3.0,15.544
20.562,2.84,3.0,15.544
20.662,2.85,3.0,14.551
20.762,2.85,3.0,14.551
20.863,2.85,3.0,14.551
20.963,2.85,2.998,14.353
21.063,2.85,2.998,14.353
21.164,2.85,2.998,14.353
21.264,2.844,2.998,14.948
21.364,2.844,2.998,14.948
21.464,2.844,2.998,14.948
21.565,2.844,3.0,15.146
21.665,2.844,3.0,15.146
21.765,2.844,3.0,15.146
21.866,2.84,3.0,15.544
21.966,2.84,3.0,15.544
22.066,2.84,3.0,15.544
22.166,2.84,2.996,15.147
22.267,2.84,2.996,15.147
22.367,2.84,2.996,15.147
22.467,2.84,2.996,15.147
22.568,2.84,2.996,15.147
22.668,2.84,2.996,15.147
22.768,2.84,3.054,20.995
22.868,2.84,3.054,20.995
22.969,2.84,3.054,20.995
23.069,2.836,3.054,21.406
23.169,2.836,3.054,21.406
23.269,2.836,3.054,21.406
23.37,2.836,3.06,22.025
23.47,2.836,3.06,22.025
23.57,2.836,3.06,22.025
23.67,2.828,3.06,22.854
23.771,2.828,3.06,22.854
23.871,2.828,3.06,22.854
23.971,2.828,3.118,29.028
24.071,2.828,3.118,29.028
24.172,2.828,3.118,29.028
24.272,2.828,3.118,29.028
24.372,2.828,3.118,29.028
24.473,2.828,3.118,29.028
24.573,2.828,3.138,31.238
24.673,2.828,3.138,31.238
24.773,2.828,3.138,31.238
24.874,2.83,3.138,31.014
24.974,2.83,3.138,31.014
25.074,2.83,3.138,31.014
25.174,2.83,3.12,29.027
25.275,2.83,3.12,29.027
25.375,2.83,3.12,29.027
25.475,2.844,3.12,27.506
25.576,2.844,3.12,27.506
25.676,2.844,3.12,27.506
25.776,2.844,3.058,20.995
25.877,2.844,3.058,20.995
25.977,2.844,3.058,20.995
26.077,2.838,3.058,21.612
26.177,2.838,3.058,21.612
26.278,2.838,3.058,21.612
26.378,2.838,3.07,22.853
26.478,2.838,3.07,22.853
26.578,2.838,3.07,22.853
26.679,2.83,3.07,23.688
26.779,2.83,3.07,23.688
26.879,2.83,3.07,23.688
26.979,2.83,3.068,23.479
27.08,2.83,3.068,23.479
27.18,2.83,3.068,23.479
27.28,2.832,3.068,23.27
27.381,2.832,3.068,23.27
27.481,2.832,3.068,23.27
27.581,2.832,3.048,21.201
27.681,2.832,3.048,21.201
27.782,2.832,3.048,21.201
27.882,2.834,3.048,20.996
27.982,2.834,3.048,20.996
28.082,2.834,3.048,20.996
28.183,2.834,3.058,22.025
28.283,2.834,3.058,22.025
28.383,2.834,3.058,22.025
28.483,2.82,3.058,23.479
28.584,2.82,3.058,23.479
28.684,2.82,3.058,23.479
28.784,2.82,3.068,24.527
28.885,2.82,3.068,24.527
28.985,2.82,3.068,24.527
29.085,2.822,3.068,24.317
29.185,2.822,3.068,24.317
29.286,2.822,3.068,24.317
29.386,2.822,3.058,23.271
29.486,2.822,3.058,23.271
29.587,2.822,3.058,23.271
29.687,2.836,3.058,21.818
29.787,2.836,3.058,21.818
29.887,2.836,3.058,21.818
29.988,2.836,3.036,19.566
