Time_s,Left_Dist_m,Right_Dist_m,Target_Angle_deg
0.0,4.463,3.853,-89.572
0.101,4.463,3.853,-89.572
0.201,4.463,3.853,-89.572
0.301,4.465,3.853,-89.573
0.401,4.465,3.853,-89.573
0.501,4.465,3.853,-89.573
0.602,4.465,3.85,-89.575
0.702,4.465,3.85,-89.575
0.802,4.465,3.85,-89.575
0.902,4.468,3.85,-89.577
1.003,4.468,3.85,-89.577
1.103,4.468,3.85,-89.577
1.203,4.468,3.854,-89.574
1.303,4.468,3.854,-89.574
1.403,4.468,3.854,-89.574
1.504,4.464,3.854,-89.572
1.604,4.464,3.854,-89.572
1.704,4.464,3.854,-89.572
1.804,4.464,3.858,-89.569
1.905,4.464,3.858,-89.569
2.005,4.464,3.858,-89.569
2.105,4.46,3.858,-89.566
2.205,4.46,3.858,-89.566
2.305,4.46,3.858,-89.566
2.406,4.46,3.872,-78.551
2.506,4.46,3.872,-78.551
2.606,4.46,3.872,-78.551
2.706,4.464,3.872,-80.657
2.806,4.464,3.872,-80.657
2.907,4.464,3.872,-80.657
3.007,4.464,3.872,-80.657
3.107,4.464,3.872,-80.657
3.207,4.464,3.872,-80.657
3.308,4.464,3.872,-80.657
3.408,4.464,3.872,-80.657
3.508,4.464,3.872,-80.657
3.609,4.464,3.864,-89.565
3.709,4.464,3.864,-89.565
3.809,4.464,3.864,-89.565
3.909,4.462,3.864,-85.333
4.01,4.462,3.864,-85.333
4.11,4.462,3.864,-85.333
4.21,4.462,3.87,-80.657
4.311,4.462,3.87,-80.657
4.411,4.462,3.87,-80.657
4.511,4.458,3.87,-78.551
4.611,4.458,3.87,-78.551
4.712,4.458,3.87,-78.551
4.812,4.458,3.864,-81.911
4.912,4.458,3.864,-81.911
5.013,4.458,3.864,-81.911
5.113,4.458,3.864,-81.911
5.213,4.458,3.864,-81.911
5.313,4.458,3.864,-81.911
5.414,4.458,3.844,-89.573
5.514,4.458,3.844,-89.573
5.614,4.458,3.844,-89.573
5.714,4.456,3.844,-89.572
5.815,4.456,3.844,-89.572
5.915,4.456,3.844,-89.572
6.015,4.456,3.836,-89.577
6.116,4.456,3.836,-89.577
6.216,4.456,3.836,-89.577
6.316,4.466,3.836,-89.584
6.416,4.466,3.836,-89.584
6.517,4.466,3.836,-89.584
6.617,4.466,3.842,-89.581
6.717,4.466,3.842,-89.581
6.817,4.466,3.842,-89.581
6.918,4.454,3.842,-89.572
7.018,4.454,3.842,-89.572
7.118,4.454,3.842,-89.572
7.219,4.454,3.83,-89.579
7.319,4.454,3.83,-89.579
7.419,4.454,3.83,-89.579
7.519,4.46,3.83,-89.584
7.62,4.46,3.83,-89.584
7.72,4.46,3.83,-89.584
7.82,4.46,3.832,-89.582
7.921,4.46,3.832,-89.582
8.021,4.46,3.832,-89.582
8.121,4.458,3.832,-89.581
8.221,4.458,3.832,-89.581
8.322,4.458,3.832,-89.581
