Time_s,Left_Dist_m,Right_Dist_m,Target_Angle_deg
0.0,2.115,1.7,-44.121
0.101,2.115,1.7,-44.121
0.201,2.115,1.7,-44.121
0.301,2.115,1.7,-44.121
0.401,2.115,1.7,-44.121
0.502,2.115,1.7,-44.121
0.602,2.115,1.7,-44.121
0.702,2.118,1.7,-44.518
0.802,2.118,1.7,-44.518
0.903,2.118,1.692,-45.595
1.003,2.118,1.692,-45.595
1.103,2.118,1.692,-45.595
1.203,2.118,1.692,-45.595
1.304,2.12,1.692,-45.866
1.404,2.12,1.692,-45.866
1.504,2.12,1.696,-45.323
1.604,2.12,1.696,-45.323
1.704,2.12,1.696,-45.323
1.805,2.116,1.696,-44.786
1.905,2.116,1.696,-44.786
2.005,2.116,1.696,-44.786
2.105,2.116,1.688,-45.868
2.206,2.116,1.688,-45.868
2.306,2.116,1.688,-45.868
2.406,2.118,1.688,-46.14
2.506,2.118,1.688,-46.14
2.607,2.118,1.688,-46.14
2.707,2.118,1.688,-46.14
2.807,2.118,1.68,-47.247
2.908,2.118,1.68,-47.247
3.008,2.118,1.68,-47.247
3.109,2.118,1.68,-47.247
3.209,2.118,1.68,-47.247
3.31,2.118,1.686,-46.415
3.41,2.118,1.686,-46.415
3.511,2.118,1.686,-46.415
3.611,2.12,1.686,-46.69
3.712,2.12,1.686,-46.69
3.812,2.12,1.686,-46.69
3.913,2.12,1.678,-47.809
4.014,2.12,1.678,-47.809
4.114,2.12,1.678,-47.809
4.215,2.128,1.678,-48.948
4.315,2.128,1.678,-48.948
4.416,2.128,1.678,-48.948
4.516,2.128,1.674,-49.528
4.616,2.128,1.674,-49.528
4.717,2.128,1.674,-49.528
4.817,2.136,1.674,-50.707
4.917,2.136,1.674,-50.707
5.018,2.136,1.674,-50.707
5.118,2.136,1.688,-48.657
5.218,2.136,1.688,-48.657
5.319,2.136,1.688,-48.657
5.419,2.138,1.688,-48.944
5.519,2.138,1.688,-48.944
5.62,2.138,1.688,-48.944
5.72,2.138,1.686,-49.233
5.82,2.138,1.686,-49.233
5.921,2.138,1.686,-49.233
6.021,2.14,1.686,-49.524
6.122,2.14,1.686,-49.524
6.222,2.14,1.686,-49.524
