Time_s,Left_Dist_m,Right_Dist_m,Target_Angle_deg
0.0,1.847,1.88,3.146
0.101,1.847,1.88,3.146
0.201,1.847,1.88,3.146
0.301,1.847,1.878,2.904
0.401,1.847,1.878,2.904
0.501,1.847,1.878,2.904
0.602,1.858,1.878,1.887
0.702,1.858,1.878,1.887
0.803,1.858,1.878,1.887
0.903,1.858,1.888,2.903
1.003,1.858,1.888,2.903
1.104,1.858,1.888,2.903
1.204,1.868,1.888,1.935
1.304,1.868,1.888,1.935
1.404,1.868,1.888,1.935
1.505,1.868,1.908,3.872
1.605,1.868,1.908,3.872
1.706,1.868,1.908,3.872
1.806,1.876,1.908,3.096
1.906,1.876,1.908,3.096
2.007,1.876,1.908,3.096
2.107,1.876,1.898,2.128
2.207,1.876,1.898,2.128
2.308,1.876,1.898,2.128
2.408,1.888,1.898,0.967
2.508,1.888,1.898,0.967
2.609,1.888,1.898,0.967
2.709,1.888,1.906,1.741
2.809,1.888,1.906,1.741
2.909,1.888,1.906,1.741
3.01,1.894,1.906,1.161
3.11,1.894,1.906,1.161
3.21,1.894,1.906,1.161
3.311,1.894,1.908,1.354
3.411,1.894,1.908,1.354
3.511,1.894,1.908,1.354
3.612,1.892,1.908,1.547
3.712,1.892,1.908,1.547
3.812,1.892,1.908,1.547
3.913,1.892,1.908,1.547
4.013,1.892,1.908,1.547
4.113,1.892,1.908,1.547
4.214,1.892,1.908,1.547
4.314,1.892,1.908,1.547
4.414,1.892,1.908,1.547
4.515,1.892,1.892,0.0
4.615,1.892,1.892,0.0
4.715,1.892,1.892,0.0
4.816,1.886,1.892,0.58
4.916,1.886,1.892,0.58
5.016,1.886,1.892,0.58
5.117,1.886,1.906,1.935
5.217,1.886,1.906,1.935
5.317,1.886,1.906,1.935
5.418,1.88,1.906,2.515
5.518,1.88,1.906,2.515
5.618,1.88,1.906,2.515
5.719,1.88,1.912,3.096
5.819,1.88,1.912,3.096
5.919,1.88,1.912,3.096
6.02,1.884,1.912,2.709
6.12,1.884,1.912,2.709
6.22,1.884,1.912,2.709
6.32,1.884,1.924,3.871
6.421,1.884,1.924,3.871
6.521,1.884,1.924,3.871
6.621,1.88,1.924,4.259
6.722,1.88,1.924,4.259
6.822,1.88,1.924,4.259
6.922,1.88,1.92,3.871
7.023,1.88,1.92,3.871
7.123,1.88,1.92,3.871
7.223,1.878,1.92,4.065
7.324,1.878,1.92,4.065
7.424,1.878,1.92,4.065
7.524,1.878,1.922,4.259
7.625,1.878,1.922,4.259
7.725,1.878,1.922,4.259
