Time_s,Left_Dist_m,Right_Dist_m,Target_Angle_deg
8.624,5.058,4.978,-7.676
8.725,5.058,4.978,-7.676
8.825,5.058,4.978,-7.676
8.925,5.058,4.982,-7.29
9.025,5.058,4.982,-7.29
9.126,5.058,4.982,-7.29
9.226,5.062,4.982,-7.676
9.326,5.062,4.982,-7.676
9.427,5.062,4.982,-7.676
9.527,5.062,4.99,-6.904
9.627,5.062,4.99,-6.904
9.727,5.062,4.99,-6.904
9.828,5.078,4.99,-8.449
9.928,5.078,4.99,-8.449
10.028,5.078,4.99,-8.449
10.129,5.078,4.992,-8.255
10.229,5.078,4.992,-8.255
10.329,5.078,4.992,-8.255
10.429,5.076,4.992,-8.062
10.53,5.076,4.992,-8.062
10.63,5.076,4.992,-8.062
10.73,5.076,4.984,-8.836
10.83,5.076,4.984,-8.836
10.931,5.076,4.984,-8.836
11.031,5.08,4.984,-9.223
11.131,5.08,4.984,-9.223
11.232,5.08,4.984,-9.223
11.332,5.08,4.984,-9.223
11.432,5.08,4.984,-9.223
11.532,5.08,4.984,-9.223
11.632,5.076,4.984,-8.836
11.733,5.076,4.984,-8.836
11.833,5.076,4.984,-8.836
11.933,5.076,4.98,-9.223
12.034,5.076,4.98,-9.223
12.134,5.076,4.98,-9.223
12.234,5.064,4.98,-8.062
12.334,5.064,4.98,-8.062
12.435,5.064,4.98,-8.062
12.535,5.064,4.988,-7.29
12.635,5.064,4.988,-7.29
12.735,5.064,4.988,-7.29
12.835,5.064,4.988,-7.29
12.936,5.064,4.988,-7.29
13.036,5.064,4.988,-7.29
13.136,5.064,4.988,-7.29
13.237,5.064,4.988,-7.29
13.337,5.064,4.988,-7.29
13.437,5.068,4.988,-7.676
13.537,5.068,4.988,-7.676
13.638,5.068,4.988,-7.676
13.738,5.068,4.998,-6.712
13.838,5.068,4.998,-6.712
13.939,5.068,4.998,-6.712
14.039,5.072,4.998,-7.097
14.139,5.072,4.998,-7.097
14.239,5.072,4.998,-7.097
14.34,5.072,4.984,-8.449
14.44,5.072,4.984,-8.449
14.54,5.072,4.984,-8.449
14.64,5.072,4.984,-8.449
14.741,5.072,4.984,-8.449
14.841,5.072,4.984,-8.449
14.941,5.072,4.978,-9.029
15.042,5.072,4.978,-9.029
15.142,5.072,4.978,-9.029
15.242,5.078,4.978,-9.611
15.343,5.078,4.978,-9.611
15.443,5.078,4.978,-9.611
15.543,5.078,4.97,-10.388
15.643,5.078,4.97,-10.388
15.744,5.078,4.97,-10.388
15.844,5.062,4.97,-8.836
15.944,5.062,4.97,-8.836
16.045,5.062,4.97,-8.836
16.146,5.062,4.97,-8.836
16.246,5.062,4.97,-8.836
16.346,5.062,4.97,-8.836
16.446,5.05,4.97,-7.676
16.547,5.05,4.97,-7.676
16.647,5.05,4.97,-7.676
16.747,5.05,4.954,-9.223
16.848,5.05,4.954,-9.223
16.948,5.05,4.954,-9.223
17.048,5.04,4.954,-8.255
17.149,5.04,4.954,-8.255
17.249,5.04,4.954,-8.255
17.349,5.04,4.95,-8.642
17.449,5.04,4.95,-8.642
17.55,5.04,4.95,-8.642
17.65,5.048,4.95,-9.417
17.75,5.048,4.95,-9.417
17.851,5.048,4.95,-9.417
17.951,5.048,4.954,-9.029
18.051,5.048,4.954,-9.029
18.151,5.048,4.954,-9.029
18.252,5.05,4.954,-9.223
18.352,5.05,4.954,-9.223
18.452,5.05,4.954,-9.223
18.553,5.05,4.952,-9.417
18.653,5.05,4.952,-9.417
18.753,5.05,4.952,-9.417
18.854,5.054,4.952,-9.805
18.954,5.054,4.952,-9.805
19.054,5.054,4.952,-9.805
19.155,5.054,4.95,-9.999
19.255,5.054,4.95,-9.999
19.355,5.054,4.95,-9.999
19.455,5.056,4.95,-10.194
19.556,5.056,4.95,-10.194
19.656,5.056,4.97,-8.255
19.756,5.056,4.97,-8.255
19.857,5.056,4.97,-8.255
19.957,5.066,4.97,-9.223
20.057,5.066,4.97,-9.223
20.157,5.066,4.97,-9.223
20.258,5.066,4.97,-9.223
20.358,5.066,4.982,-8.062
20.458,5.066,4.982,-8.062
20.559,5.068,4.982,-8.255
20.659,5.068,4.982,-8.255
20.759,5.068,4.982,-8.255
20.859,5.068,4.982,-8.255
20.96,5.068,4.984,-8.062
21.06,5.068,4.984,-8.062
21.16,5.06,4.984,-7.29
21.261,5.06,4.984,-7.29
21.361,5.06,4.984,-7.29
21.461,5.06,4.986,-7.097
21.561,5.06,4.986,-7.097
21.662,5.06,4.986,-7.097
21.762,5.066,4.986,-7.676
21.862,5.066,4.986,-7.676
21.962,5.066,4.986,-7.676
22.063,5.066,4.984,-7.869
22.163,5.066,4.984,-7.869
22.263,5.066,4.984,-7.869
22.364,5.072,4.984,-8.449
22.464,5.072,4.984,-8.449
22.564,5.072,4.984,-8.449
22.664,5.072,4.968,-9.999
22.765,5.072,4.968,-9.999
22.865,5.072,4.968,-9.999
22.965,5.064,4.968,-9.223
23.066,5.064,4.968,-9.223
23.166,5.064,4.968,-9.223
23.266,5.064,4.954,-10.583
23.366,5.064,4.954,-10.583
23.467,5.064,4.954,-10.583
23.567,5.064,4.954,-10.583
23.667,5.048,4.954,-9.029
23.767,5.048,4.954,-9.029
23.868,5.048,4.95,-9.417
23.968,5.048,4.95,-9.417
24.068,5.048,4.95,-9.417
24.168,5.056,4.95,-10.194
24.269,5.056,4.95,-10.194
24.369,5.056,4.95,-10.194
24.469,5.056,4.954,-9.805
24.569,5.056,4.954,-9.805
24.67,5.056,4.954,-9.805
24.77,5.058,4.954,-9.999
24.87,5.058,4.954,-9.999
24.97,5.058,4.954,-9.999
25.071,5.058,4.966,-8.836
25.171,5.058,4.966,-8.836
25.271,5.058,4.966,-8.836
25.372,5.054,4.966,-8.449
25.472,5.054,4.966,-8.449
25.572,5.054,4.966,-8.449
25.672,5.054,4.962,-8.836
25.773,5.054,4.962,-8.836
25.873,5.054,4.962,-8.836
25.973,5.054,4.962,-8.836
26.073,5.058,4.962,-9.223
26.174,5.058,4.962,-9.223
26.274,5.058,4.968,-8.642
26.374,5.058,4.968,-8.642
26.474,5.058,4.968,-8.642
26.575,5.056,4.968,-8.449
26.675,5.056,4.968,-8.449
26.775,5.056,4.968,-8.449
26.875,5.056,4.972,-8.062
26.976,5.056,4.972,-8.062
27.077,5.056,4.972,-8.062
27.177,5.042,4.972,-6.712
27.277,5.042,4.972,-6.712
27.377,5.042,4.972,-6.712
27.478,5.042,4.972,-6.712
27.578,5.042,4.972,-6.712
27.678,5.042,4.972,-6.712
27.778,5.036,4.972,-6.134
27.878,5.036,4.972,-6.134
27.979,5.036,4.972,-6.134
28.079,5.036,4.96,-7.29
28.179,5.036,4.96,-7.29
28.279,5.036,4.96,-7.29
28.38,5.036,4.96,-7.29
28.48,5.036,4.96,-7.29
28.58,5.036,4.96,-7.29
28.681,5.036,4.974,-5.942
28.781,5.036,4.974,-5.942
28.881,5.036,4.974,-5.942
28.981,5.036,4.974,-5.942
29.082,5.036,4.974,-5.942
29.182,5.036,4.974,-5.942
29.282,5.036,4.988,-4.597
29.382,5.036,4.988,-4.597
29.483,5.036,4.988,-4.597
29.583,5.046,4.988,-5.557
29.683,5.046,4.988,-5.557
29.783,5.046,4.988,-5.557
29.884,5.046,4.996,-4.789
29.984,5.046,4.996,-4.789
